Sensor vs Time;21.11.2011 00:00:00;21.11.2011 01:00:00;21.11.2011 02:00:00;21.11.2011 03:00:00;21.11.2011 04:00:00;21.11.2011 05:00:00;21.11.2011 06:00:00;21.11.2011 07:00:00;21.11.2011 08:00:00;21.11.2011 09:00:00;21.11.2011 10:00:00;21.11.2011 11:00:00;21.11.2011 12:00:00;21.11.2011 13:00:00;21.11.2011 14:00:00;21.11.2011 15:00:00;21.11.2011 16:00:00;21.11.2011 17:00:00;21.11.2011 18:00:00;21.11.2011 19:00:00;21.11.2011 20:00:00;21.11.2011 21:00:00;21.11.2011 22:00:00;21.11.2011 23:00:00
DXB329A;0,380556;0,041667;0;0,155556;1,036111;1,033333;0,625;0,669444;2,147222;3,363889;3,777778;4,447222;2,858333;4,127778;3,419445;6,325;4,741667;4,774373;5,204986;5,169917;3,897507;4,044445;2,644444;1,356546
DXB329B;0,155556;0,047222;0,002778;0,025;0;0,05;0,069444;0,066667;0,155556;0,236111;0,611111;0,333333;0,408333;0,611111;0,477778;0,844445;0,633333;0,392758;0,357341;0,392758;0,983379;1,263889;1,005556;0,409471
DXB329C;0,033333;0,016667;0;0;0;0,011111;0,047222;0,102778;0,683333;1,305556;1,522222;1,163889;1,052778;1,9;1,541667;2,241667;1,616667;2,392758;1,548476;1,094707;0,842105;0,402778;0,458333;1,038997
DXB345A;0,022222;0;0,002778;0;0;0,069444;0,111111;0,369444;0,813889;1,619444;1,161111;0,969445;1,058333;1,716667;0,872222;1,391667;2,805556;1,348189;1,825485;2,43454;0,867036;1,830556;1,65;0,682451
DXB345B;1,166667;1,297222;1;1;0,725;0,030556;0,083333;1,052778;1,991667;2,097222;2,127778;2,627778;2,111111;2,186111;2,108333;2,5;2,488889;2,292479;2,963989;4,545961;3,534626;4,697222;2,719444;0,097493
DXB345C;0,013889;0,016667;0,022222;0,05;0,008333;0,088889;0,044444;0,180556;0,505556;0,688889;0,683333;0,863889;0,797222;0,963889;1,183333;1,186111;2,263889;1,518106;1,351801;0,791086;0,32133;1,111111;0,727778;0,309192
DXB364A;0,169444;0,172222;0,155556;0,158333;0,222222;0,497222;0,602778;4,086111;9,672222;4,419445;3,797222;2,816667;3,163889;4,380556;3,552778;4,180555;4,711111;4,361111;4,75;3,252778;2,025;1,541667;0,591667;0,530555
DXB364B;0;0,022222;0;0;0;0;0,033333;0,288889;1,108333;0,691667;0,516667;0,316667;0,608333;0,661111;0,613889;0,572222;0,986111;1,127778;0,694444;1,680556;0,633333;0,041667;0,072222;0,072222
DXB364C;0,480556;0,158333;0,166667;0,172222;0,280556;0,816667;1,558333;4,138889;7,627778;6,855556;6,419445;5,847222;5,125;4,969444;4,475;5,727777;7,797222;8,591667;7,897223;7,363889;4,030555;4,433333;2,605556;1,633333
DXB404A;0;0;0;0;0;0,008333;0,172222;0,230555;0,611111;1,177778;0,936111;1,161111;1,433333;1,002778;0,772222;1,011111;1,169444;0,797222;1,169444;1,494444;1,691667;2,919445;1,138889;0,8
DXB404B;0,116667;0,105556;0,061111;0,105556;0,111111;0,241667;0,555556;1,311111;2,358333;2,675;1,963889;1,558333;1,805556;1,819444;1,566667;1,869444;2,061111;2,575;2,344445;1,816667;0,936111;0,577778;0,430556;0,236111
DXB404C;0,047222;0,072222;0,069444;0,041667;0,066667;0,102778;0,458333;1,661111;3,075;3,347222;2,541667;2,558333;2,363889;2,416667;2,413889;3,111111;3,408333;3,533333;3,783333;3,255556;1,705556;1,155556;0,552778;0,258333
DXB405A;0,230555;0,091667;0,075;0,011111;0,158333;0,230555;0,35;1,55;4;5,916667;5,858333;6,058333;5,805555;4,913889;3,294445;5,475;6,438889;6,905556;6,488889;6,288889;5,475;3,666667;1,891667;1,758333
DXB405B;0,391667;0,208333;0;0,638889;0,022222;0,016667;0,147222;0,822222;1,333333;1,708333;2,716667;2,358333;1,966667;3,925;1,672222;2,136111;2,736111;2,497222;2,666667;2,708333;2,913889;5,286111;2,233333;1,363889
DXB405C;0,044444;0,022222;0,086111;0,091667;0,055556;0,008333;0,125;0,472222;0,869444;1,525;1,477778;1,386111;0,925;1,463889;1,833333;1,488889;1,069444;0,852778;0,741667;1,786111;3,536111;0,630556;0,241667;0,388889
DXB406A;0,444444;0;0;0;0,019444;0;0,030556;0,225;1,091667;2,019444;1,575;1,688889;1,227778;1,030556;0,802778;0,891667;1,991667;2,375898;3,455555;1,908895;1,392758;2,465874;1,775623;0,462396
DXB406B;1,3;1,436111;1,436111;0,177778;0,2;0,552778;0,852778;1,694444;4,141667;4,038889;3,688889;4,877778;4,211111;4,608333;5,422222;5,877778;6,352778;8,660129;9,161111;5,495845;6,818942;3,294445;2,108033;0,846797
DXB406C;2,327778;1,3;1,6;0,952778;0,913889;0,827778;0,758333;1,183333;2,536111;6,833333;6,386111;5,961111;6,319445;5,983334;8,041667;7,233334;7,302778;8,742293;8,116667;5,695806;5,551532;2,405525;2,193906;1,041783
DXB407A;0,041667;0,002778;0,033333;0,411111;0,147222;0,013889;0,283333;1,372222;2,533333;3,45;3,286111;3,072222;3,647222;4,486111;5,608333;4,361111;3,083333;1,847222;1,786111;1,338889;1,35;0,916667;0,833333;0,061111
DXB407B;0,711111;0,138889;0,094444;0,188889;0,272222;0,4;2,244444;6,436111;5,769444;11,63889;8,858333;7,9;6,911111;6,463889;6,330556;9,102778;9,569445;9,933333;10,38611;3,772222;2,508333;2,05;1,866667;0,719444
DXB407C;0,286111;0,094444;0,155556;0,211111;0,566667;0,530555;1,733333;4,672222;6,722222;9,202778;5,9;5,336111;4,838889;4,161111;4,088889;6,147222;8,261111;7,797222;7,575;4,638889;2,85;1,644444;1,2;1,183333
DXB408A;1,105556;1,197222;1,138889;1,030556;0,613889;0;0,375;1,016667;2,222222;3,511111;4,577778;5,891667;4,972222;5,252778;5,225;3,619444;3,922222;2,294445;2,358333;2,913889;2,166667;1,752778;0,894444;0,336111
DXB408B;0,727778;0,647222;1,191667;1,105556;0,272222;0,641667;0,636111;0,736111;1,477778;3,205555;3,038889;3,247222;3,758333;3,327778;3,013889;3,933333;3,183333;1,883333;1,266667;1,455556;0,927778;1,433333;1,877778;2,094445
DXB408C;0,369444;0,236111;0,066667;0,169444;0,077778;0,116667;0,336111;1,036111;3,063889;3,694444;4,452778;4,708333;5,911111;4,647222;3,597222;3,625;3,525;4,641667;2,216667;2,255556;2,266667;1,066667;0,227778;0,044444
DXB409A;3,066667;1,325;0,425;0,058333;0,016667;0,055556;0,577778;2,597222;5,780556;5,663889;4,102778;5,080555;5,130556;6,025;6,697222;7,019444;7,383333;7,5;7,227778;8,269444;7,711111;5,588889;2,891667;3,919445
DXB409B;0,455556;0,677778;0,311111;0,011111;0,013889;0,013889;0,158333;0,661111;2,338889;4,261111;1,752778;2,113889;3,005556;2,516667;1,65;1,825;2,05;3,402778;3,977778;3,811111;2,5;1,133333;1,136111;0,244444
DXB409C;2,052778;0,458333;0,247222;0,052778;0,113889;0,186111;0,486111;1,577778;4,611111;6,511111;6,377778;7,638889;9,475;9,044444;5,938889;6,136111;7,466667;6,952778;8,158334;7,011111;6,477778;4,291667;4,666667;4,577778
DXB410A;0,775;0,413889;0,422222;1,683333;1,863889;1,619444;1,458333;2,25;4,391667;3,969445;4,419445;3,797222;4,705555;4,994444;4,411111;4,769444;5,891666;6,4;2,755556;3,455555;4,527778;1,977778;3,630556;0,430556
DXB410B;0,980556;1,380556;1,791667;1,158333;0,041667;0,077778;0,433333;0,241667;1,186111;0,986111;1,130556;1,2;0,955556;1,886111;2,116667;1,127778;2,708333;3,5;0,847222;1;2,138889;1,744444;0,869444;2,155555
DXB410C;0,188889;0,125;0;0,002778;0;0,1;0,491667;0,877778;2,269444;2,858333;2,925;2,022222;2,425;2,811111;2,733333;2,838889;4,861111;4,241667;4,15;3,352778;4,111111;2,713889;3,813889;1,952778
DXB411A;0,908333;0,713889;0,15;0,188889;0,3;0,444444;0,466667;1,969444;3,944444;8,538889;6,538889;5,108333;4,586111;5,916667;7,341667;8,663889;6,958333;8,206128;10,13611;10,04986;9,888579;6,541667;5,753463;2,532033
DXB411B;0,491667;0,075;0,069444;0,011111;0,033333;0,05;0,302778;0,569444;1,447222;1,577778;2,85;2,222222;2;2,85;2,75;2,708333;2,319444;1,933148;1,813889;1,484765;1,164345;2,208333;1,108033;0,48468
DXB411C;1,305556;0,491667;0,080556;0,052778;0,683333;0,061111;0,738889;1,291667;1,266667;2,458333;3,455555;3,122222;3,983333;3,394444;2,336111;2,247222;3,119444;3,169916;4,316667;4,781163;3,548747;3,147222;1,313019;1,281337
DXB412A;3,933333;3,222222;2,472222;2,052778;2,036111;1,855556;2,016667;1,794444;3,527778;6,752778;5,108333;4,219444;4,144444;3,588889;5,319445;7,680555;7,313889;8,130903;7,208333;7,113574;7,947075;6,646961;5,049861;2,568245
DXB412B;0,1;0,275;0,058333;0,308333;0,027778;0,244444;0,25;1,880556;2,877778;4,663889;5,491666;5,027778;4,744444;5,408333;6,183333;6,327778;4,613889;7,526463;5,022222;6,113574;6,431755;5,494444;3,371191;3,314763
DXB412C;0,363889;0,269444;0,333333;0,466667;0,086111;0,091667;0,202778;0,380556;1,144444;1,658333;2,519444;2,380556;2,575;1,888889;2,713889;2,652778;2,436111;3,058496;3,233333;2,836565;3,623955;2,438889;1,432133;0,284123
DXB413A;0,666667;0,044444;0,052778;0,038889;0,041667;0,327778;0,405556;1,397222;4,077778;4,047222;4,838889;4,188889;4,197222;3,077778;4,566667;4,719444;5,402778;5,381592;6,375;5,066482;4,523677;4,980517;1,800554;0,37883
DXB413B;2,863889;0,636111;0,961111;1,122222;1,097222;2,536111;0,994444;1,269444;4,202778;6,247222;6,291667;6,486111;6,566667;7,094444;6,066667;6,461111;7,816667;9,026834;10,01389;7,565151;6,206128;4,807364;4,642175;4,34261
DXB413C;0,4;0,802778;0,219444;0,063889;0,916667;0,563889;0,430556;1,333333;3,694444;2,475;2,125;2,555556;2,4;2,225;2,738889;2,291667;3,083333;3,300836;3,008333;2,418283;1,487465;2;1,365651;1,579387
DXB414A;0,077778;0,211111;0,2;0,2;0,041667;0,147222;0,616667;2,244444;4,052778;5,422222;6,577778;7,008333;8,494445;9,527778;6,866667;7,261111;6,436111;4,952778;3,652778;2,847222;3,069444;1,872222;1,152778;0,552778
DXB414B;0,388889;0,444444;0,022222;0,013889;0,013889;0,016667;0,133333;0,716667;2,377778;4,169445;3,2;5,025;5,761111;5,697222;4,85;4,761111;5,022222;4,930555;4,413889;5,138889;3,347222;3,005556;2,375;1,255556
DXB414C;0,255556;0,505556;0,338889;0,161111;0,027778;0,102778;0,558333;1,680556;4,883333;5,655556;8,75;8,769444;8,522223;8,563889;9,05;7,119444;8,963889;5,341667;6,75;3,833333;4,269444;4,177778;1,563889;0,563889
DXB415A;0,2;0,133333;0,044444;0,019444;0;0,002778;0,575;0,316667;0,272222;0,7;0,761111;1,252778;1,805556;1,463889;0,769444;1,888889;2,883333;1,580556;0,561111;0,933333;1,316667;1,283333;0,688889;0,308333
DXB415B;0,083333;0,047222;0,111111;0,055556;0,022222;0,016667;0,113889;0,325;0,730556;0,688889;0,65;1,047222;1,386111;0,883333;1,083333;2,411111;1,6;1,044444;1,244444;1,275;1,425;1,069444;0,608333;0,341667
DXB415C;0,766667;1,163889;0,830556;0,783333;1,011111;0,911111;0,302778;0,322222;0,944444;2,225;3,544445;3,033333;3,777778;3,780555;3,805556;2,955555;2,380556;3,205555;2,277778;2,972222;3,641667;2,369444;2,266667;1,158333
DXB415E;0,205556;0;0,033333;0,002778;0;0,011111;0,425;0,502778;1,833333;1,413889;1,713889;1,566667;1,886111;2,083333;2,169445;1,461111;1,716667;1,583333;1,730556;0,980556;1,447222;1,180556;1,025;0,405556
DXB415F;0;0,013889;0,091667;0,058333;0,025;0,038889;0,155556;0,386111;0,633333;1,408333;2,152778;1,688889;1,347222;1,722222;1,397222;1,677778;2,511111;2,130556;1,447222;1,85;1,208333;1,233333;0,811111;0,413889
DXB415G;0,986111;0,002778;0,005556;0,002778;0;0,019444;0,058333;0,516667;1,013889;1,522222;2,7;3,058333;2,294445;2,761111;2,558333;3,536111;2,419445;3,583333;3,152778;2,736111;3,519444;2,061111;2,338889;0,847222
DXB416A;0,113889;0,05;0,011111;0,047222;0,002778;0,125;0,058333;0,6;1,491667;1,7;1,983333;1,436111;2,2;2,483333;2,208333;1,238889;1,791667;2,05;3,772222;2,091667;0,805556;2,763889;1,261111;0,622222
DXB416B;0,055556;0,083333;0,538889;0,411111;0,222222;0,147222;0,413889;2,091667;3,677778;4,894444;3,55;4,877778;4,755556;4,783333;4,688889;3,716666;6,483334;4,980556;6,886111;5,591667;4,105556;2,736111;2,705555;1,311111
DXB416C;0,594445;0,280556;0,852778;0,280556;0,005556;0,097222;0,161111;0,783333;2,383333;3,616667;4,580555;3,966667;3,347222;3,286111;4,713889;6,158333;6,875;6,591667;7,163889;6,019444;7,291667;6,311111;3,202778;3,069444
DXB417A;1,658333;0,488889;0,252778;0,25;0,030556;0,05;0,183333;1,955556;2,758333;5,047222;4,327778;5,905556;6,680555;5,447222;6,811111;5,305555;7,377778;5,969359;5,277009;4,487465;4,634349;3,802778;3,233333;1,991643
DXB417B;0,527778;0,241667;0,122222;0,044444;0,111111;0,072222;0,058333;0,705556;2,130556;3,097222;4,583333;3,569444;4,311111;5,222222;3,175;5,419444;5,727778;6,103064;4,609418;6,200557;5,174515;4,894444;2,416667;1,754875
DXB417C;1,425;1,483333;0,891667;0,391667;0,333333;0,013889;0,058333;0,738889;3,233333;3,408334;4,386111;5,347222;4,566667;5,880556;5,744444;6,930556;5,333333;7,309193;6,274238;5;3,108033;3,747222;2,616667;3,231198
DXB418A;3,275;1,283333;0,241667;0,069444;0,013889;0,291667;0,763889;0,811111;2,063889;3,002778;3,444444;3,947222;4,252778;2,638889;2,388889;4,469444;3,166667;3,097493;4,623269;2,398329;2,180055;2,536111;3,858333;2,228412
DXB418B;0,063889;0,008333;0,061111;0,011111;0,022222;0,027778;0,130556;0,172222;0,222222;0,433333;0,541667;1,491667;1,233333;0,916667;1,194444;0,980556;0,727778;0,857939;0,795014;0,651811;0,166205;0,086111;0,6;0,033426
DXB418C;0,441667;0,169444;0,127778;0,022222;0,038889;0,097222;0,566667;1,45;3,352778;5,261111;5,377778;5,697222;5,380556;5,944445;6,35;6,088889;5,461111;3,665738;3,33518;2,259053;1,65928;0,647222;0,547222;0,604457
DXB419A;2,663889;0,822222;0,069444;0,166667;0,041667;0,236111;1,311111;0,530555;1,469444;2,15;1,955556;2,616667;3,152778;2,388889;2,147222;2,961111;3,405555;2,24234;4,268698;4,70195;4,706371;4,761111;2,213889;2,994429
DXB419B;0,75;0,147222;0,027778;0;0,077778;0,002778;0,258333;0,822222;2,386111;1,705556;2,266667;2,797222;3,130556;3,411111;2,894444;2,280555;2,533333;2,334262;3,249307;4,100278;3,038781;1,241667;1,063889;0,239554
DXB419C;1,252778;1,594444;2,088889;1,175;1,247222;1,102778;1,125;1,591667;1,477778;1,930556;2,072222;3,280555;3,783333;3,35;3,566667;3,177778;3,863889;3,103064;4,966759;4,89415;2,66482;1,461111;2,163889;0,573816
DXB420A;0,102778;0,058333;0,030556;0,016667;0,183333;0,330556;0,563889;1,611111;3,608333;4,975;4,194445;5,088889;4,402778;2,636111;3,061111;4,441667;3,644444;4,202778;3,658333;3,372222;2,619444;1,447222;0,513889;0,408333
DXB421A;0,022222;0,013889;0,063889;0,052778;0,016667;0,047222;0,186111;0,744444;1,897222;3,572222;4,741667;2,819444;2,980556;4,475;4,505556;5,613889;5,155556;4,713092;3,695291;3,740947;3,426593;2,6;2,444444;0,97493
DXB421B;0,416667;0,391667;0,980556;0,344444;0,525;0,055556;0,236111;0,344444;1,372222;1,783333;1,702778;2,516667;2,741667;2,830555;2,869444;3,886111;2,533333;3,022284;2,786704;2,523677;2,764543;2,672222;1,247222;1,896936
DXB421C;0,030556;0,05;0,086111;0,066667;0,022222;0,075;0,15;0,647222;1,333333;1,377778;1,427778;1,069444;1,2;1,15;0,955556;1,830556;2,191667;1,635098;1,368421;1,222841;1,301939;0,488889;0,7;0,10585
DXB499A;0,416667;0,577778;0,15;0,005556;0,155556;0,280556;0,244444;1,152778;2,869444;4,363889;4,313889;2,85;3,522222;3,080555;2,772222;3,7;3,341667;4,094444;2,894444;1,819444;1,488889;1,130556;1,086111;1,780556
DXB499B;0,222222;0,088889;0,075;0,191667;0,083333;0,172222;0,452778;1,525;2,552778;3,930556;3,769444;1,855556;3,461111;3,430556;3,597222;3,263889;3,561111;2,502778;2,594445;1,175;2,875;3,197222;1,516667;0,313889
DXB499C;0,358333;1,508333;0,288889;0,894444;0,155556;0,266667;0,522222;1,15;3,116667;4,6;6,205555;5,077778;4,255556;4,736111;3,975;3,361111;3,997222;4,9;3,605556;5,058333;5,708333;3,258333;2,302778;1,405556
DXB508A;1,183333;0,525;0,130556;0,45;0,055556;0,113889;0,538889;1,738889;4,577778;5,091667;6,616667;7,35;7,597222;6,422222;7,763889;9,738889;7,419445;9,408334;7,905556;4,544445;4,852778;3,294445;3,975;2,044445
DXB508B;0,108333;0,158333;0,275;0,069444;0,080556;0,144445;0,052778;0,533333;1,361111;2,997222;5,558333;5,527778;4,713889;4,427778;4,869444;4,788889;3,916667;2,830555;2,061111;1,194444;1,980556;2,077778;0,291667;0,108333
DXB509A;0,097222;0,230555;0,063889;0,005556;0,002778;0,038889;0,155556;0,577778;0,719445;1,333333;1,55;1,538889;0,925;1,833333;2,266667;1,063889;1,919444;1,986072;1,102778;0,698061;1,233983;0,630556;0,33518;0,038997
DXB509B;0,961111;0,458333;0,094444;0,047222;0,366667;0,269444;0,305556;0,891667;2,147222;2,686111;2,247222;2,8;2,230556;2,425;2,277778;3,761111;3,380556;4,228412;4,163889;3,578947;1,827298;3,258333;4,581717;2,367688
DXB510A;1,408333;1,283333;0,316667;0,083333;0,058333;0,319444;0,688889;1,8;3,058333;6,030556;4,125;2,563889;2,344445;2,394444;3;3,341667;3,352778;3,844011;3,291667;2,108033;2,231198;0,75;0,614958;0,512535
DXB510B;0,286111;0,552778;0,505556;0,422222;1,016667;0,741667;0,325;1,152778;1,061111;1,402778;1,988889;1,480556;1,494444;2,077778;1,769444;1,636111;3,269444;2,245125;1,325;1,925208;2,172702;1,625;2,357341;0,62117
DXB510C;0,036111;0,05;1,211111;1,602778;1,022222;1,588889;1,986111;1,719444;2,425;1,416667;2,238889;1,480556;1,261111;1,430555;2,15;2,586111;1,983333;2,523677;2,602778;2,756233;3,866295;3,158333;1,288089;0,072423
DXB510E;0,288889;0,188889;0,177778;0,119444;0,138889;0,402778;0,913889;2,380556;4,625;6,711111;4,816667;4,163889;3,877778;3,966667;4,125;4,458333;4,955555;5,796658;5,15;3,620499;3,370474;2,541667;1,421053;0,949861
DXB510F;0,086111;0,077778;0,111111;0,011111;0;0,019444;0,216667;0,858333;1,913889;3,772222;2,9;1,752778;2,316667;1,697222;1,616667;2,288889;1,980556;2,303621;1,966667;1,470914;1,662953;1,483333;1,293629;0,785515
DXB510G;0,002778;0,305556;0,269444;0,075;0,002778;0,052778;0,766667;0,491667;2,244444;2,719445;1,986111;0,675;0,622222;0,686111;1,697222;1,216667;0,836111;1,222841;1,5;1,229917;1,601671;1,319444;0,304709;0,044568
DXB512A;0,316667;0,355556;0,061111;0,033333;0,055556;0,330556;0,358333;1,311111;3,397222;6,266667;7,077778;7,780556;6,705555;7,427778;7,383333;7,375;8,013889;9,178273;10,23546;8,002786;5,379501;6,458333;6,630556;2,610028
DXB512B;0,263889;0,794444;0,608333;0,008333;0,044444;0,027778;0,244444;0,994444;2,780555;4,644444;7,302778;6,066667;5,425;6,825;5,091667;7,911111;8,625;8,802228;8,279778;10,54596;7,814404;6,872222;6,647222;3,220056
DXB512C;1,441667;0,133333;0,036111;0,047222;0,008333;0,263889;0,2;1,647222;5,633333;7,291667;6,9;7,458333;6,975;7,925;8,513889;8,922222;10,78889;11,69081;13,14681;12,86351;8,745152;11,36667;8,488889;3,874652
DXB513A;0,213889;0,052778;0,038889;0,15;0,027778;0,038889;0,166667;0,883333;1,594444;2,519444;3,613889;3,805556;2,25;3,022222;1,938889;2,802778;2,736111;3,523677;1,864266;2,225627;1,105263;2,258333;1,780556;1,052925
DXB513B;0,169444;1,033333;0,686111;0,05;0,05;0,102778;0,5;0,722222;1,611111;2,455555;2,161111;2,586111;2,413889;2,522222;1,930556;1,941667;2,436111;3,26741;1,966759;1,356546;1,202216;1,866667;2,330555;1,649025
DXB513C;0,469444;0,338889;0,425;0,358333;0,069444;0,063889;0,225;0,927778;1,444444;2,241667;2,347222;3,872222;3,288889;4,369444;2,175;3,683333;2,658333;2,48468;4,163435;2,259053;3,32964;3,047222;2,558333;2,072423
DXB533B;0,094444;0,077778;0,063889;0,033333;0,011111;0,208333;0,152778;0,986111;1,716667;2,483333;1,563889;1,883333;2,505556;2,011111;1,827778;1,225;1,769444;1,577778;1,433333;0,630556;1,161111;0,705556;0,116667;0,183333
DXB535B;0,197222;0,005556;0,025;0,072222;0,008333;0,1;0,108333;0,433333;1,461111;2,022222;3,355556;1,180556;1,213889;1,758333;0,969445;1,522222;1,191667;1,747222;1,627778;0,95;1,197222;0,744444;0,263889;0,108333
DXB542A;0,247222;0,061111;0,041667;0,033333;0,058333;0,133333;0,533333;1,15;3,852778;4,961111;4,886111;5,533333;5,183333;4,669445;5,463889;5,15;5,222222;5,62117;9,249308;5,554317;5,925208;4,547222;4,141667;2,941504
DXB542B;0,358333;0;0;0;0,011111;0,086111;0,858333;1,205556;1,438889;2,016667;3,211111;1,972222;3,577778;3,358333;1,580556;2,663889;3,455555;3,342618;3,601108;3,147632;2,736842;2,666667;4,416667;1,922006
DXB542C;0,002778;0;0,016667;0;0;0,069444;0,283333;1,155556;1,522222;2,905555;3,891667;2,811111;2,769444;3,136111;3,530555;3,877778;2,627778;2,256267;2,235457;1,735376;2,34903;2,122222;1,141667;0,206128
DXB543A;0,416667;0,202778;0,066667;0,083333;0,075;0,375;0,502778;2,494444;6,847222;5,980556;3,619444;3,119444;3,544445;3,836111;3,525;4,897222;4,913889;4,380556;4,147222;3,002778;2,997222;1,522222;1,261111;0,65
DXB543B;0,030556;0,066667;0,016667;0,025;0,030556;0,083333;0,163889;0,7;3,288889;2,272222;1,269444;0,8;1,122222;1,363889;1,405556;1,316667;1,208333;1,216667;1,555556;0,913889;1,008333;0,355556;0,391667;0,444444
DXB543C;0,219444;0,038889;0,122222;0,066667;0,1;0,030556;0,083333;0,908333;2,341667;2,238889;2,091667;1,305556;1,536111;2,138889;2,736111;2,197222;2,002778;3,613889;2,019444;1,7;1,072222;1,336111;2,647222;1,338889
DXB544A;0,2;0,625;0,138889;0,133333;0,069444;0,244444;0,591667;2,958333;2,766667;2,147222;4,2;2,455555;2,25;2,336111;2,863889;2,225;2,880556;2,891365;1,98615;2,041783;1,135734;0,65;0,358333;0,239554
DXB544B;0,127778;0,077778;0,072222;0,047222;0,041667;0,102778;0,244444;0,922222;2,222222;3,736111;4,683333;3,85;2,672222;4,477778;4,647222;4,927778;4,436111;3,807799;2,795014;1,693593;2,022161;1,172222;0,463889;0,200557
DXB544C;0,294444;0,372222;0,391667;0,416667;0,033333;0,133333;0,305556;1,4;3,591667;4,855556;4,327778;5,194445;5,222222;5,702778;5,802778;3,758333;6,072222;5,013927;2,412742;2,022284;1,462604;0,705556;0,480556;0,125348
DXB545A;0,030556;0,038889;0,247222;0,147222;0,205556;0,222222;0,169444;0,666667;1,791667;1,972222;1,566667;1,080556;1,455556;1,352778;0,772222;1,502778;2,302778;1,7;3,955555;2,355556;2,066667;1,805556;0,463889;0,383333
DXB545B;0,219444;0,177778;0,105556;0,047222;0,033333;0,038889;0,05;0,419444;1,558333;2,008333;3,222222;4,113889;3,075;3,65;4,527778;5,558333;4,002778;5,722222;5,136111;6,283333;6,502778;4,258333;1,755556;0,919444
DXB545C;1,25;0,611111;0,183333;0,013889;0,013889;0,180556;0,291667;0,566667;1,633333;4,822222;3,647222;2,708333;4,277778;3,383333;3,458333;4,1;4,877778;5,497222;5,666667;4,783333;5,494444;3,127778;4,197222;3,613889
DXB546A;0,266667;0,013889;0,047222;0,063889;0;0,094444;0,177778;1,408333;3,066667;6,247222;6,372222;5,038889;4,422222;5,513889;6,580555;5,677778;6,397222;4,758333;4,908333;4,186111;3,711111;2,75;3,897222;2,513889
DXB546B;0,038889;0,005556;0,030556;0;0,005556;0;0,119444;0,472222;1,377778;1,769444;2,841667;2,688889;2,102778;2,036111;2,258333;2,613889;2,075;2,136111;1,680556;1,413889;2,391667;2,844445;2,269444;0,686111
DXB546C;0,152778;0;0;0,011111;0,044444;0,005556;0,355556;0,597222;2,063889;3,2;2,936111;3,85;2,313889;3,352778;2,533333;3;2,852778;1,983333;1,897222;1,577778;0,95;1,019444;2,316667;1,052778
DXB547A;2,413889;1,097222;0,211111;1,036111;0,808333;0,6;0,913889;1,291667;3,861111;6,802778;8,730556;7,502778;9,297222;6,808333;9,797222;7,394444;10,52222;9,525001;10,025;10,96389;7,875;7,991666;5,269444;4,675
DXB547B;0,994444;0,155556;0,136111;0,036111;0,083333;1,161111;1,186111;2,605556;6,563889;8,311111;6,680555;7,072222;7,113889;6,766667;10,98333;9,944445;11,225;11,96667;8,366667;7,480556;7,177778;5,913889;3,519444;1,972222
DXB547C;1,872222;1,141667;0,408333;0,119444;0,408333;0,047222;0,322222;1,447222;3,594445;4,497222;4,763889;4,702778;5,491667;5,05;5,102778;5,591667;6,991667;8,158334;7,388889;5,697222;8,419444;6,386111;3,7;1,397222
DXB548C;0,255556;0,061111;0;0;0;0,011111;0,119444;0,066667;0,508333;0,327778;0,552778;0,361111;0,536111;0,180556;0,383333;0,222222;0,327778;0,433333;0,466667;0,216667;0,088889;0,055556;0,013889;0,008333
DXB549A;0;0;0;0;0;0;0;0,019444;0,041667;0,152778;0,127778;0,005556;0,013889;0,019444;0,05;0;0;0;0;0,002778;0;0;0;0
DXB565A;0,019444;0;0,030556;0,008333;0,016667;0,069444;0,083333;0,519444;1,025;1,761111;1,208333;1,930556;1,786111;2,394444;1,716667;1,255556;1,119444;1,27298;2,025;1,750692;1,275766;0,855556;1,102493;0,306407
